unique_key,category,descript,dayofweek,pddistrict,resolution,address,longitude,latitude,location,pdid,timestamp
150769499,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,PARK,"ARREST, BOOKED",300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",15076949906223,2015-09-02 09:52:00+00:00
140869093,NON-CRIMINAL,FOUND PROPERTY,Sunday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",14086909372000,2014-10-12 18:00:00+00:00
100986621,MISSING PERSON,FOUND PERSON,Saturday,PARK,LOCATED,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",10098662175000,2010-10-23 19:40:00+00:00
31167661,VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",3116766107025,2003-10-03 04:00:00+00:00
50814209,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",5081420909320,2005-07-14 12:00:00+00:00
100986621,MISSING PERSON,MISSING ADULT,Saturday,PARK,LOCATED,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",10098662174000,2010-10-23 19:40:00+00:00
91129435,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",9112943509320,2009-10-28 15:00:00+00:00
140244730,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",14024473061030,2014-03-23 10:30:00+00:00
71137323,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,PARK,"ARREST, BOOKED",300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",7113732315040,2007-11-05 20:06:00+00:00
50836134,MISSING PERSON,FOUND PERSON,Tuesday,PARK,"ARREST, BOOKED",300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",5083613475000,2005-07-26 20:00:00+00:00
140757313,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",14075731371010,2014-09-04 16:00:00+00:00
80019106,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",8001910664070,2008-01-02 10:00:00+00:00
80839982,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",8083998207020,2008-08-10 04:30:00+00:00
96020640,NON-CRIMINAL,LOST PROPERTY,Thursday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",9602064071000,2009-03-19 23:00:00+00:00
140250890,TRESPASS,TRESPASSING,Monday,PARK,NONE,300 Block of FREDERICK ST,-122.4485542877,37.766882416805,"(37.766882416805, -122.4485542877)",14025089027195,2014-03-24 17:30:00+00:00
80776083,WARRANTS,WARRANT ARREST,Thursday,PARK,"ARREST, BOOKED",1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",8077608363010,2008-07-24 00:15:00+00:00
90099063,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,PARK,NONE,1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",9009906319050,2009-01-27 17:34:00+00:00
80627884,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,PARK,NONE,1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",8062788428100,2008-06-15 22:33:00+00:00
130531547,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,PARK,NONE,1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",13053154761030,2013-06-28 16:46:00+00:00
140398020,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,PARK,NONE,1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",14039802006223,2014-05-12 13:38:00+00:00
61029542,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,NONE,1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",6102954207021,2006-09-26 08:00:00+00:00
110099634,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",Wednesday,PARK,"ARREST, BOOKED",1300 Block of WALLER ST,-122.445502927,37.7691775322685,"(37.7691775322685, -122.445502927)",11009963405021,2011-02-02 07:15:00+00:00
101191435,NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10119143571000,2010-12-28 13:00:00+00:00
130753020,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",13075302015040,2013-09-08 17:15:00+00:00
50836946,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",5083694607021,2005-07-26 19:30:00+00:00
60836011,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",6083601106361,2006-08-06 17:54:00+00:00
120200978,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",12020097804138,2012-03-11 01:55:00+00:00
50836946,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",5083694607041,2005-07-26 19:30:00+00:00
100071307,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10007130706244,2010-01-20 21:00:00+00:00
106023996,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10602399606372,2010-02-16 08:00:00+00:00
60836011,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",6083601119090,2006-08-06 17:54:00+00:00
60849644,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",6084964407023,2006-08-10 22:30:00+00:00
100752422,WEAPON LAWS,"DESTRUCTIVE DEVICE, POSSESSION OF MATERIALS",Monday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10075242212024,2010-08-16 19:47:00+00:00
146076507,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",14607650706224,2014-04-20 00:01:00+00:00
90998437,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,PSYCHOPATHIC CASE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",9099843768020,2009-09-27 11:25:00+00:00
70648555,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",7064855561030,2007-06-27 15:50:00+00:00
106029615,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Sunday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10602961507051,2010-03-07 18:00:00+00:00
156097167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",15609716706244,2015-04-21 01:00:00+00:00
130753020,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,COMPLAINANT REFUSES TO PROSECUTE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",13075302028150,2013-09-08 17:15:00+00:00
101041846,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10104184615040,2010-11-07 23:20:00+00:00
40970504,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,PARK,NONE,1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",4097050405073,2004-08-24 00:01:00+00:00
100752422,WARRANTS,WARRANT ARREST,Monday,PARK,"ARREST, BOOKED",1700 Block of HAYES ST,-122.445275278239,37.7740946155,"(37.7740946155, -122.445275278239)",10075242263010,2010-08-16 19:47:00+00:00
120214480,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",12021448003014,2012-03-15 21:18:00+00:00
126130101,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",12613010106372,2012-08-31 23:00:00+00:00
40007395,ASSAULT,BATTERY,Saturday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",4000739504134,2004-01-03 04:30:00+00:00
150371232,MISSING PERSON,MISSING JUVENILE,Tuesday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",15037123274010,2015-04-28 22:00:00+00:00
61180451,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",6118045107021,2006-11-04 16:00:00+00:00
66020460,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",6602046028160,2006-03-25 12:00:00+00:00
120515103,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,PARK,NONE,100 Block of ULLOA ST,-122.45543316274,37.744004283053,"(37.744004283053, -122.45543316274)",12051510306224,2012-06-29 18:00:00+00:00
126173571,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,0 Block of GLENVIEW DR,-122.447708916641,37.74751697405,"(37.74751697405, -122.447708916641)",12617357106372,2012-11-02 20:00:00+00:00
100702847,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Sunday,PARK,"ARREST, BOOKED",0 Block of GLENVIEW DR,-122.447708916641,37.74751697405,"(37.74751697405, -122.447708916641)",10070284716705,2010-08-01 18:23:00+00:00
140989403,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,UNFOUNDED,0 Block of GLENVIEW DR,-122.447708916641,37.74751697405,"(37.74751697405, -122.447708916641)",14098940364070,2014-11-22 13:21:00+00:00
120302756,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,0 Block of GLENVIEW DR,-122.447708916641,37.74751697405,"(37.74751697405, -122.447708916641)",12030275606372,2012-04-13 00:01:00+00:00
140002027,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",14000202707021,2013-12-31 23:00:00+00:00
110077000,FRAUD,"FALSE PRETENSES, GRAND THEFT",Wednesday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",11007700010125,2011-01-19 12:00:00+00:00
130365506,ASSAULT,STALKING,Wednesday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",13036550615201,2012-05-02 12:00:00+00:00
110399672,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",11039967228150,2011-04-02 11:00:00+00:00
30064424,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",3006442428160,2003-01-15 21:30:00+00:00
40686870,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,PARK,NONE,0 Block of PEREGO TR,-122.44483899663,37.750434049091,"(37.750434049091, -122.44483899663)",4068687015040,2004-06-15 07:45:00+00:00
116107988,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,500 Block of PANORAMA DR,-122.45063154377,37.753180562317,"(37.753180562317, -122.45063154377)",11610798806244,2011-08-19 19:00:00+00:00
40124789,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",4012478907041,2004-01-31 01:30:00+00:00
31097739,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",3109773906244,2003-09-16 19:00:00+00:00
40251871,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",4025187128165,2004-02-21 09:20:00+00:00
40721959,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",4072195906242,2004-06-23 21:45:00+00:00
31339127,ASSAULT,THREATS AGAINST LIFE,Friday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",3133912719057,2003-11-14 15:25:00+00:00
30680478,NON-CRIMINAL,FOUND PROPERTY,Thursday,PARK,NONE,7TH AV / LAWTON ST,-122.46378361575,37.758535617262,"(37.758535617262, -122.46378361575)",3068047872000,2003-06-05 08:15:00+00:00
50351148,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,PARK,"ARREST, CITED",0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",5035114865015,2005-03-30 10:07:00+00:00
81059933,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,PARK,NONE,0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",8105993328100,2008-10-04 23:10:00+00:00
61025415,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",6102541506242,2006-09-24 21:00:00+00:00
101030009,NON-CRIMINAL,AIDED CASE,Friday,PARK,NONE,0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",10103000951040,2010-11-05 19:00:00+00:00
130651026,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,PARK,"ARREST, CITED",0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",13065102665016,2013-08-07 11:48:00+00:00
140574963,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Thursday,PARK,NONE,0 Block of CLARENDON AV,-122.4499552406,37.7587994993972,"(37.7587994993972, -122.4499552406)",14057496305141,2014-07-10 17:00:00+00:00
110054707,NON-CRIMINAL,FOUND PROPERTY,Tuesday,PARK,NONE,3000 Block of MARKET ST,-122.4432168391,37.7608293644755,"(37.7608293644755, -122.4432168391)",11005470772000,2011-01-18 12:00:00+00:00
96098346,NON-CRIMINAL,LOST PROPERTY,Thursday,PARK,NONE,3000 Block of MARKET ST,-122.4432168391,37.7608293644755,"(37.7608293644755, -122.4432168391)",9609834671000,2009-10-01 21:00:00+00:00
40709052,NON-CRIMINAL,LOST PROPERTY,Sunday,PARK,NONE,3000 Block of MARKET ST,-122.4432168391,37.7608293644755,"(37.7608293644755, -122.4432168391)",4070905271000,2004-06-20 21:30:00+00:00
60144632,NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE,3000 Block of MARKET ST,-122.4432168391,37.7608293644755,"(37.7608293644755, -122.4432168391)",6014463271000,2006-02-06 23:00:00+00:00
30757629,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,600 Block of BELVEDERE ST,-122.447769460341,37.76131349823,"(37.76131349823, -122.447769460341)",3075762906244,2003-06-24 00:01:00+00:00
40752794,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,600 Block of BELVEDERE ST,-122.447769460341,37.76131349823,"(37.76131349823, -122.447769460341)",4075279406244,2004-07-02 02:30:00+00:00
156276145,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,PARK,NONE,600 Block of BELVEDERE ST,-122.447769460341,37.76131349823,"(37.76131349823, -122.447769460341)",15627614506224,2015-11-09 20:00:00+00:00
76059841,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,PARK,NONE,600 Block of BELVEDERE ST,-122.447769460341,37.76131349823,"(37.76131349823, -122.447769460341)",7605984106372,2007-08-15 09:00:00+00:00
